StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q_RecaptchaAssessmentName;PRIVACYINFO;CONSENT;AGE;GENDER;EDUCATION;PARENT;POLITCS_PARTY;POLITICS_LEFTRIGHT;MFQ1_HARM_EMOTIONALLY_1;MFQ1_FAIRNESS_TREATED_2;MFQ1_INGROUP_LOVECOUNTRY_3;MFQ1_AUTHORITY_RESPECT_4;MFQ1_PURITY_DECENCY_5;MFQ1_LIBERTYECO_PROPERTY_6;MFQ1_MATH_7;MFQ1_HARM_WEAK_8;MFQ1_FAIRNESS_UNFAIRLY_9;MFQ1_INGROUP_BETRAY_10;MFQ1_LIBERTYLIFE_FREE_11;MFQ1_AUTHORITY_TRADITIONS_12;MFQ1_PURITY_DISGUSTING_13;MFQ1_HARM_CRUEL_14;MFQ1_FAIRNESS_RIGHTS_15;MFQ1_INGROUP_LOYALTY_16;MFQ1_AUTHORITY_CHAOS_17;MFQ1_PURITY_GOD_18;MFQ2_HARM_COMPASSION_1;MFQ2_FAIRNESS_FAIRLY_2;MFQ2_LIBERTYECO_SOCIETY_3;MFQ2_INGROUP_HISTORY_4;MFQ2_AUTHORITY_KIDRESPECT_5;MFQ2_PURITY_HARMLESSDG_6;MFQ2_GOOD_7;MFQ2_LIBERTYECO_INFER_8;MFQ2_HARM_ANIMAL_9;MFQ2_FAIRNESS_JUSTICE_10;MFQ2_INGROUP_FAMILY_11;MFQ2_LIBERTYECO_WEALTH_12;MFQ2_AUTHORITY_SEXROLES_13;MFQ2_PURITY_UNNATURAL_14;MFQ2_LIBERTYECO_COMMONGOOD_15;MFQ2_HARM_KILL_16;MFQ2_FAIRNESS_RICH_17;MFQ2_LIBERTYECO_PROPERTY_18;MFQ2_INGROUP_TEAM_19;MFQ2_LIBERTYLIFE_TRADITION_20;MFQ2_AUTHORITY_SOLDIER_21;MFQ2_PURITY_CHASTITY_22;MFQ2_LIBERTYLIFE_CHOICE_23;VCI_SAFETY_1;VCI_PARENTSRIGHT_2;VCI_OVERWHELM_3;VCI_PROTECTOTHERS_4;VCI_ALLERGIES_5;VCI_LIVINGSTANDARDS_6;VCI_DECISION_7;VCI_PHARMA_8;VCI_NOTNEEDED_9;VCI_COMPULSORY_10;VCI_CAUSEDISEASE_11;VCI_CONCEAL_12;VCI_ALTERNATIVE_13;VCI_TOXINS_14;VCI_PROTECTALL_15;VCI_NATURALLY_16;VCI_EXEMPT_17;VCI_INEFFECTIVE_18;BVIS_HEPATITISB_1;BVIS_HPV_2;BVIS_MEASELS_3;BVIS_MENINGOCOCCAL_4;BVIS_PERTUSSIS_5;BVIS_MUMPS_6;BVIS_POLIO_7;BVIS_ROTAVIRUS_8;BVIS_RUBELLA_9;BVIS_TETANUS_10;BVIS_CHICKENPOX_11;COVCI_COVIDINFECTION;COVCI_VACCINATED_2;COVCI_YES_ASAP_31;COVCI_YES_DECIDE_32;COVCI_YES_IMPORTANCE_33;COVCI_YES_FREEDECISION_34;COVCI_YES_THOUGHFUL_35;COVCI_YES_SIDEEFFECTS_36;COVCI_YES_INFECTION_37;COVCI_YES_JOBLOSS_38;COVCI_YES_DISADVANTAGE_39;COVCI_YES_TRUST_40;COVCI_YES_RECOMMENDATION_41;COVCI_YES_PROTECTME_42;COVCI_YES_PROTECTOTHERS_43;COVCI_YES_DUTY_44;COVCI_YES_CHOOSEVACCINE_45;COVCI_YES_ANYVACCINE_46;COVCI_YES_UNNATURAL_47;COVCI_YES_WAIT_48;COVCI_YES_INFORMED_49;COVCI_YES_PROTECTGENERALLY_50;COVCI_NO_CHANCE_3;COVCI_NO_INTENTION_4;COVCI_NO_ASAP_5;COVCI_NO_DECIDE_6;COVCI_NO_IMPORTANCE_7;COVCI_NO_THOUGHTFUL_8;COVCI_NO_SIDEEFFECTS_9;COVCI_NO_INFECTION_10;COVCI_NO_JOBLOSS_11;COVCI_NO_DISADVANTAGE_12;COVCI_NO_TRUST_13;COVCI_NO_ROCOMMENDATION_14;COVCI_NO_PROTECTME_15;COVCI_NO_PROTECTOTHERS_16;COVCI_NO_DUTY_17;COVCI_NO_CHOOSEVACCINE_18;COVCI_NO_ANYVACCINE_19;COVCI_NO_UNNATURAL_20;COVCI_NO_WAIT_21;COVCI_NO_INFORMED_22;COVCI_NO_PROTECTGENERALLY_23;COVCI_NO_ASTRAZENECA_24;COVCI_NO_BIONTECH_25;COVCI_NO_MODERNA_26;COVCI_NO_JOHNSON_27;COVCI_NO_SPUTNIK_28;COVCI_NO_APPOINTMENT;COVCI_OPEN_30;Q9.1 - Parent Topics;Q9.1 - Topics
04.06.21 14:21;04.06.21 14:23;0;46;135;0;11.06.21 14:23;R_22MqfjtkVYNAd3l;anonymous;DE;0,9;;;1;5;2;2;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.21 14:29;04.06.21 14:30;0;4;13;0;11.06.21 14:30;R_1OxXFBUhcbib5oF;anonymous;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 14:21;11.06.21 14:32;0;100;624;1;11.06.21 14:32;R_2VxLCGBRdCpc2MJ;anonymous;DE;1;;1;1;6;2;1;1;4;5;4;3;0;2;2;4;0;5;5;5;4;1;4;5;5;5;4;0;5;5;3;0;2;4;5;2;4;2;2;2;4;2;2;5;2;3;1;2;1;0;4;2;4;1;2;2;2;3;2;1;0;0;0;1;1;3;2;3;1;2;3;4;4;4;4;4;4;4;5;1;2;1;4;4;4;4;2;1;3;0;0;2;0;4;4;0;4;1;0;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.21 14:32;04.06.21 14:34;0;21;95;0;11.06.21 14:34;R_3n6pixc3NELRfxL;anonymous;DE;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.21 14:35;04.06.21 14:36;0;13;42;0;11.06.21 14:36;R_R9sB7g8NZRU28w1;anonymous;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 14:16;11.06.21 14:43;0;100;1608;1;11.06.21 14:43;R_2dFUlA6v1GNJmn4;anonymous;DE;0,9;;;1;7;2;1;1;7;3;4;3;0;0;4;3;1;4;4;4;4;0;4;5;4;3;2;4;3;4;3;0;3;4;4;5;4;4;2;2;2;2;0;4;4;2;3;4;2;2;4;3;4;1;3;4;3;4;3;1;0;0;1;1;3;0;4;4;2;0;0;1;0;0;0;0;0;0;1;0;2;2;;;;;;;;;;;;;;;;;;;;;1;0;0;4;0;0;4;3;0;0;1;0;0;0;0;4;0;4;4;4;0;0;0;0;0;0;3;;;
09.06.21 16:43;11.06.21 14:46;0;100;165777;1;11.06.21 14:46;R_25Ry15l6WCeQXvI;anonymous;DE;1;;;1;4;2;1;2;4;4;4;4;1;4;4;3;1;5;5;4;4;1;3;5;5;4;3;2;3;5;3;1;4;1;5;2;3;4;3;1;2;1;3;5;2;2;2;2;3;0;4;0;1;0;4;1;1;1;1;0;1;0;1;0;1;4;1;1;0;5;5;5;5;5;5;5;5;5;5;2;2;1;4;4;4;1;1;0;0;0;3;3;3;0;1;3;0;4;3;0;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.21 15:02;04.06.21 15:06;0;46;196;0;11.06.21 15:06;R_25z14z6H97PBGSE;anonymous;DE;0,9;;;1;8;1;1;1;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 14:52;11.06.21 15:06;0;100;866;1;11.06.21 15:06;R_3MyxJhr3fQfDhAu;anonymous;DE;1;;1;1;4;2;1;2;4;4;4;5;0;2;3;3;0;4;5;4;3;3;2;4;4;4;3;0;3;5;2;0;2;2;5;1;4;5;2;3;0;2;3;5;4;3;3;3;1;0;4;0;1;0;4;1;1;1;0;0;3;0;0;0;0;4;1;1;0;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;1;4;0;3;0;0;4;3;4;4;4;0;1;0;0;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.21 15:09;04.06.21 15:10;0;21;81;0;11.06.21 15:10;R_1IMojubx8hJrsf7;anonymous;DE;0,9;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.21 14:44;04.06.21 15:18;0;46;2028;0;11.06.21 15:18;R_2Qh1oJgM0RQHaSL;anonymous;DE;1;;;1;7;2;2;2;7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 15:11;11.06.21 15:27;0;100;981;1;11.06.21 15:27;R_2rObH3GNqK1SbYS;anonymous;DE;1;;1;1;5;1;1;1;4;3;3;4;1;3;3;3;2;4;4;3;4;1;1;4;4;2;3;0;3;4;2;1;3;1;4;2;3;3;3;1;1;1;3;5;3;1;3;4;2;1;3;0;3;2;4;2;0;1;0;0;2;0;0;0;0;4;0;3;0;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;3;3;1;3;0;1;4;2;3;4;3;2;3;0;0;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 15:02;11.06.21 15:28;0;100;1549;1;11.06.21 15:28;R_2Vl4i6Mcx6CVMEX;anonymous;DE;1;;;1;6;2;1;1;7;5;4;4;0;0;1;3;0;4;5;5;5;1;4;5;5;4;3;4;5;5;5;1;2;5;5;5;5;5;5;3;3;4;0;5;3;4;2;5;0;2;5;4;4;4;0;4;3;4;4;4;0;3;4;4;4;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;1;0;0;4;0;0;4;2;0;0;4;0;0;0;0;2;0;4;2;4;0;0;0;0;0;0;3;Im Feld Politik (Links und Rechts) fehlt die Position weder noch, oder auch anarchistisch. Ich finde, es fehlt auch ein Kapitel zu Meinungen zu den Absichten der Regierung mit der Impfkampagne. Danke.;;
04.06.21 15:44;04.06.21 15:44;0;4;16;0;11.06.21 15:44;R_3m4C2Qk0Go69IvP;anonymous;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 14:44;11.06.21 15:53;0;100;4155;1;11.06.21 15:53;R_3JwTvMeSv6egKRE;anonymous;DE;1;;;1;5;2;1;1;7;5;4;4;2;2;3;4;1;4;4;4;4;3;4;4;4;3;4;2;1;4;5;3;3;1;5;5;4;5;3;2;4;3;1;1;3;3;2;4;3;0;4;2;4;2;0;3;3;4;3;2;0;1;0;0;3;2;4;4;1;0;0;0;0;0;0;0;0;0;0;0;1;2;;;;;;;;;;;;;;;;;;;;;1;0;0;4;0;0;3;1;2;3;2;0;0;0;0;2;2;2;2;3;0;0;0;0;0;0;3;;;
11.06.21 15:47;11.06.21 16:10;0;100;1356;1;11.06.21 16:10;R_1eLCeTEHdOR0KoW;anonymous;DE;0,9;;;1;7;1;2;2;7;4;3;4;1;1;1;3;1;4;4;5;4;3;3;4;5;1;4;4;3;5;4;2;3;1;4;5;3;5;3;2;3;3;4;5;0;3;2;4;2;2;4;2;4;2;1;4;4;4;4;0;0;1;3;1;1;3;2;4;3;3;3;4;2;2;2;3;2;3;4;3;2;2;;;;;;;;;;;;;;;;;;;;;2;0;0;4;0;0;2;0;0;0;0;0;0;0;0;2;2;3;3;0;0;0;0;0;0;0;3;"Der derzeitige Umgang mit Covid ist in keinster Weise angemessen, das ganze basiert auf vorsätzlicher Panikmache zur Durchsetzung politischer Motive. O-Ton Merkel ""Es sind keine wissenschaftlichen Gründe sondern politische Wünsche"" Diese Aussage machte sie auf der Bundespressekonferenz. Skandal ist noch völlig untertrieben. ";;
04.06.21 16:40;04.06.21 16:41;0;21;32;0;11.06.21 16:41;R_NXRxEEvXneMQjCh;anonymous;DE;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.21 16:41;04.06.21 16:42;0;46;47;0;11.06.21 16:42;R_3P6mfvMlKxKyJkA;anonymous;DE;1;;;1;7;2;1;1;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 19:35;11.06.21 19:50;0;100;917;1;11.06.21 19:50;R_2tJqjG6zQX31VWE;anonymous;DE;1;;1;1;7;1;1;1;7;4;1;1;0;0;0;0;4;0;2;1;1;0;0;0;0;0;0;2;3;4;4;0;1;3;5;4;2;4;0;0;3;2;1;4;5;3;1;5;0;1;4;4;4;4;0;3;3;4;3;1;0;1;3;2;3;1;4;4;3;3;3;1;1;1;1;4;1;1;4;3;2;2;;;;;;;;;;;;;;;;;;;;;1;0;0;4;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;0;3;;;
04.06.21 22:15;04.06.21 22:18;0;50;197;0;11.06.21 22:18;R_DoezZt3j5FBndND;anonymous;DE;0,9;;;1;4;1;1;2;4;3;4;4;0;3;1;3;1;4;4;4;4;0;3;3;4;1;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04.06.21 22:28;04.06.21 22:33;0;50;258;0;11.06.21 22:33;R_pEuecdkj0BD5jcl;anonymous;DE;0,9;;;1;7;1;2;2;7;7;4;3;3;2;5;4;1;4;4;4;2;1;5;5;2;5;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 22:31;11.06.21 22:45;0;100;842;1;11.06.21 22:45;R_2eX2Eut4qnXWbJ8;anonymous;DE;1;;;1;7;2;1;2;7;6;4;3;1;4;4;5;0;4;4;5;5;2;5;5;5;4;5;4;3;5;5;4;3;5;5;3;5;5;5;3;3;3;3;5;4;3;3;4;3;1;4;2;4;2;3;3;3;4;3;1;0;2;3;3;3;3;2;3;3;4;2;5;5;5;5;5;4;5;5;2;2;1;4;4;4;4;4;3;4;0;3;3;4;4;4;3;4;0;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.06.21 22:43;11.06.21 22:57;0;100;810;1;11.06.21 22:57;R_NWTTcu8fdyU8JsR;anonymous;DE;0,9;;;1;6;2;2;2;7;5;4;5;3;3;4;4;2;5;5;4;5;3;4;5;5;2;5;2;5;5;5;4;3;5;5;5;5;5;4;3;5;4;1;5;4;3;4;5;2;1;5;4;4;4;0;4;4;4;4;3;0;3;4;2;4;0;4;4;4;1;0;1;1;1;1;1;1;1;2;0;1;2;;;;;;;;;;;;;;;;;;;;;1;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;3;;;
04.06.21 23:08;04.06.21 23:11;0;46;205;0;11.06.21 23:11;R_ezX9vO2V7B6rDzP;anonymous;DE;0,9;;;1;4;2;1;2;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.21 00:10;12.06.21 00:25;0;100;875;1;12.06.21 00:25;R_3qpVjffHl8oGYsI;anonymous;DE;1;;;1;6;2;2;1;3;5;0;4;0;0;0;3;0;4;5;5;5;2;5;5;5;1;5;0;3;3;2;1;3;3;4;4;4;3;4;0;0;0;0;5;3;2;4;5;4;0;4;4;4;4;0;4;4;4;4;2;0;0;2;2;4;2;4;4;2;1;1;1;1;1;1;0;1;1;1;0;3;2;;;;;;;;;;;;;;;;;;;;;1;1;1;4;0;2;2;2;2;2;0;0;0;0;0;4;0;4;4;4;2;0;0;0;0;0;3;;;
10.06.21 07:43;12.06.21 00:45;0;100;147756;1;12.06.21 00:45;R_1q3YyLdBKHUh9YR;anonymous;DE;0,9;;;1;6;1;1;1;7;7;1;1;0;0;2;3;0;4;4;4;3;1;1;3;4;1;1;0;3;2;4;3;3;1;4;1;3;3;1;3;2;3;1;3;1;2;2;4;2;2;4;3;3;0;3;3;2;3;2;0;0;0;2;0;3;2;4;4;2;1;1;4;1;3;3;5;1;4;5;1;2;2;;;;;;;;;;;;;;;;;;;;;2;0;0;4;0;2;4;1;0;0;1;1;0;0;2;2;2;3;3;1;1;0;0;0;0;0;3;;;
05.06.21 00:51;05.06.21 00:56;0;46;288;0;12.06.21 00:56;R_3CW8W9cp0R7NxrD;anonymous;DE;0,9;;;1;7;2;2;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 01:16;05.06.21 01:16;0;13;19;0;12.06.21 01:17;R_22lEp6luovA3bzw;anonymous;DE;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 01:29;05.06.21 01:29;0;38;37;0;12.06.21 01:29;R_3p2RePQ0kPr4uuW;anonymous;DE;0,9;;;1;7;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 01:36;05.06.21 01:38;0;46;127;0;12.06.21 01:38;R_Qg3SQQnm7426XOV;anonymous;DE;1;;;1;8;2;1;2;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.21 01:34;12.06.21 01:53;0;100;1155;1;12.06.21 01:53;R_tPQVnW6Nh346iMp;anonymous;DE;0,9;;;1;5;1;1;2;4;2;4;4;0;2;3;4;0;4;4;4;4;0;3;5;4;5;3;0;4;5;0;1;4;4;5;1;5;5;4;2;0;1;4;5;3;1;4;4;3;1;5;0;3;1;4;2;1;2;0;0;2;0;0;0;0;4;2;1;0;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;3;4;0;2;0;0;4;4;4;4;2;4;2;0;0;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 01:56;05.06.21 01:57;0;8;19;0;12.06.21 01:57;R_vOkfKf0pbQAaQJb;anonymous;DE;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 01:51;05.06.21 01:57;0;50;359;0;12.06.21 01:57;R_QaHkHKOZR1fogi5;anonymous;DE;1;;;1;8;2;1;2;5;3;3;4;1;1;4;4;0;4;4;5;3;0;4;5;5;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 01:57;05.06.21 01:59;0;0;130;0;12.06.21 01:59;R_Q9Zsaokwjmq7Ca5;anonymous;DE;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 01:57;05.06.21 01:59;0;46;104;0;12.06.21 01:59;R_3nuVOLmA7xL8s0s;anonymous;DE;0,9;;1;1;8;1;2;2;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 02:16;05.06.21 02:17;0;46;67;0;12.06.21 02:17;R_svaMHUYK764oLpD;anonymous;DE;1;;;1;6;1;1;2;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 02:31;05.06.21 02:31;0;4;15;0;12.06.21 02:32;R_2DTe1G3FFh6zLiL;anonymous;DE;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 02:35;05.06.21 02:35;0;4;15;0;12.06.21 02:35;R_RERrxko4EgeqhFL;anonymous;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 02:34;05.06.21 02:38;0;46;201;0;12.06.21 02:38;R_3m4X3VR4po60lu7;anonymous;DE;0,9;;;1;6;2;1;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 03:08;05.06.21 03:09;0;13;47;0;12.06.21 03:09;R_2usTWtfVWTX1AOd;anonymous;DE;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.21 02:55;12.06.21 03:19;0;100;1460;1;12.06.21 03:19;R_2fxjdbv71CiGMeG;anonymous;DE;1;;1;1;4;2;1;2;3;5;3;4;0;3;3;2;0;4;4;4;3;2;2;5;5;3;3;0;2;4;2;1;4;1;5;3;3;4;3;1;3;1;2;3;3;3;1;5;2;0;5;1;3;1;3;2;2;3;1;0;1;0;1;1;1;3;2;3;1;5;4;5;5;5;5;5;2;5;4;1;2;1;4;3;2;3;3;1;2;1;3;3;3;3;4;3;1;1;1;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 03:36;05.06.21 03:37;0;46;70;0;12.06.21 03:37;R_2VIyqJmwgmdbf0O;anonymous;DE;0,9;;;1;7;2;1;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 03:27;05.06.21 03:42;0;13;922;0;12.06.21 03:42;R_2D8rylZTwlUGyoG;anonymous;DE;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 03:39;05.06.21 03:47;0;50;455;0;12.06.21 03:47;R_1n8DZWiCRQGrcK8;anonymous;DE;0,9;;1;1;8;2;1;2;7;5;4;4;4;4;3;4;0;4;4;4;5;4;3;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 03:48;05.06.21 03:57;0;50;500;0;12.06.21 03:57;R_ewAJ4WwaXFjqTPX;anonymous;DE;1;;;1;8;2;3;2;4;3;5;1;0;0;1;4;0;5;5;5;4;1;5;5;4;2;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.06.21 04:07;05.06.21 04:08;0;46;79;0;12.06.21 04:08;R_Z4CeGFd3TFSLhSh;anonymous;DE;1;;;1;4;1;1;2;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.06.21 03:54;12.06.21 04:17;0;100;1410;1;12.06.21 04:17;R_1mr8UtFfWnRbTwo;anonymous;DE;0,9;;;1;7;2;1;2;4;4;4;3;2;2;3;2;0;4;4;4;4;2;2;5;4;2;2;0;4;5;5;2;2;2;3;2;3;3;3;3;2;3;2;5;2;3;3;3;1;0;4;0;2;2;4;2;2;2;0;0;2;0;0;0;2;4;2;3;1;5;4;4;4;4;4;4;4;4;5;4;2;1;4;4;4;3;4;0;2;0;0;4;4;4;4;3;2;3;1;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
